Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
FALSE,Discontinued-Measurement-Instrumentation,Measurement-Instrumentation,Discontinued Measurement Instrumentation,discontinued-measurement-instrumentation,Products - Discontinued Measurement Instrumentation,Browse Discontinued Measurement Instrumentation products,EMR Measurement Type,EMR,,TRUE
FALSE,flow-measurment-blending-systems,Measurement-Instrumentation,Flow Measurement & Blending Systems,flow-measurement-blending-systems,Flow Measurement & Blending Systems |Emerson,,EMR Industry,EMR,,TRUE
FALSE,flow-processviz-family,Family-Categories,Flow Measurement ProcessViz Family,flow-processviz-family,Flow Measurement ProcessViz Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,blending-systems,flow-measurment-blending-systems,Blending Systems,blending-systems,,,,EMR,,TRUE
FALSE,blending-pigging-solutions,flow-measurment-blending-systems,Blending and Pigging Solutions,blending-pigging-solutions,,,,EMR,,TRUE
FALSE,metering-systems,flow-measurment-blending-systems,Metering Systems,metering-systems,,,,EMR,,TRUE
FALSE,meter-provers,flow-measurment-blending-systems,Meter Provers,meter-provers,,,,EMR,,TRUE
FALSE,supervisory-control-systems,flow-measurment-blending-systems,Supervisory Control Systems,supervisory-control-systems,,,,EMR,,TRUE
FALSE,surge-relief-systems,flow-measurment-blending-systems,Surge Relief Systems,surge-relief-systems,,,,EMR,,TRUE
FALSE,Ultrasonic-Flow-Meters,Ultrasonic,Ultrasonic Flow Meters,daniel-ultrasonic-flow-meters,Daniel Ultrasonic Flow Meters | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,Turbine-Flow-Meters,Turbine,Turbine Flow Meters,daniel-turbine-flow-meters,Daniel Turbine Flow Meters | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,Differential-Pressure-Flow-Meters,Differential-Pressure,Differential Pressure Flow Meters,daniel-differential-pressure-flow-meters,Daniel Differential Pressure Flow Meters | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,Differential-Pressure-Seal-Rings,Differential-Pressure-Spare-Parts,Differential Pressure Seal Rings,daniel-differential-pressure-seal-rings,Daniel Differential Pressure Seal Rings | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,Relief-Valves-rrv,Regulators-Relief-Valves,Relief Valves,relief-valves-regulators,Products - Relief Valves|Emerson,Browse Relief Valves products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,rosemount-3051-family,Family-Categories,rosemount-3051-family,rosemount-3051-family,,,,EMR,,TRUE
FALSE,rosemount-2051-family,Family-Categories,rosemount-2051-family,rosemount-2051-family,,,,EMR,,TRUE
FALSE,rosemount-3051s-family,Family-Categories,rosemount-3051s-family,rosemount-3051s-family,,,,EMR,,TRUE
FALSE,rosemount-3051smv-family,Family-Categories,rosemount-3051smv-family,rosemount-3051smv-family,,,,EMR,,TRUE
FALSE,rosemount-3051ers-family,Family-Categories,rosemount-3051ers-family,rosemount-3051ers-family,,,,EMR,,TRUE
FALSE,rosemount-pressure-gauges-family,Family-Categories,rosemount-pressure-gauges-family,rosemount-pressure-gauges-family,,,,EMR,,TRUE
TRUE,M-Anderson-Greenwood-Regulators-Relief-Valves,M-Automation-Solutions,Anderson Greenwood Regulators Relief Valves,anderson-greenwood-regulators-relief-valves,Products - Anderson Greenwood | Emerson,Browse Anderson Greenwood  products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Style|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
TRUE,M-Crosby-Regulators-Relief-Valves,M-Automation-Solutions,Crosby Regulators Relief Valves,crosby-regulators-relief-valves,Products - Crosby | Emerson,Browse Crosby products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Style|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
TRUE,M-Penberthy-Regulators-Relief-Valves,M-Automation-Solutions,Penberthy Regulators Relief Valves,penberthy-regulators-relief-valves,Products - Penberthy | Emerson,Browse Penberthy products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Style|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
TRUE,M-Yarway-Regulators-Relief-Valves,M-Automation-Solutions,Yarway Regulators Relief Valves,yarway-regulators-relief-valves,Products - Yarway | Emerson,Browse Yarway products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Style|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,PRV-Spare-Parts,Regulators-Relief-Valves,Regulators Relief Valves Spare Parts,prv-spare-parts,Products - PRV Regulators Relief Valves | Emerson,Browse PRV Regulators Relief Valves,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Style|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Solenoid-Shutoff-Valves,Combustion-Products,Solenoid Shutoff Valves,solenoid-shutoff-valves,Products - Solenoid Shutoff Valves | Emerson,Browse Solenoid Shutoff Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Motorized-Shutoff-Valves,Combustion-Products,Motorized and Air Operated Valves,motorized-shutoff-valves,Products - Motorized Shutoff Valves | Emerson,Browse Motorized Shutoff Valves,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,On-Off-Shutoff-Valves,Precision-Regulators-Valves,On/Off &amp; Shutoff Valves,on-off-shutoff-valves,Products - On/Off &amp; Shutoff Valves| Emerson,Browse On/Off &amp; Shutoff Valves,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Cylinder-Valve-Units,Pneumatic-Cylinders-Actuators,Cylinder Valve Units,cylinder-valve-units,Products - Cylinder Valve Units | Emerson,Browse Cylinder Valve Units,EMR Industry|EMR Product Series|EMR Cylinder series|EMR Bore Size|EMR Magnetic piston|EMR Cushioning|EMR Standards and Regulations,EMR,,TRUE
FALSE,Air-Preparation-Accessories,Air-Preparation,Air Preparation Accessories ,air-preparation-accessories,Products - Air Preparation Accessories  | Emerson,Browse Air Preparation Accessories ,EMR Industry|EMR Product Series,EMR,,TRUE
FALSE,Air-Preparation-Units,Air-Preparation,Air Preparation Units,air-preparation-units,Products - Air Preparation Units | Emerson,Browse Air Preparation Units products,EMR Industry|EMR Product Series|EMR Air Preparation Type|EMR Compressed air connection|EMR Air Supply|EMR Certifications|EMR Housing Material|EMR Lockable|EMR Filter porosity,EMR,,TRUE
FALSE,Magnetic-Proximity-Sensors,Cylinder-Accessories,Magnetic Proximity Sensors,magnetic-proximity-sensors,Products - Magnetic Proximity Sensors | Emerson,Browse Magnetic Proximity Sensors products,EMR Industry|EMR Product Series|EMR Cylinder series|EMR Slot width|EMR Output Signal|EMR Electrical Connection Type|EMR Number of Wires|EMR Protection class|EMR Supply voltage DC max.,EMR,,TRUE
FALSE,Power-Clamps,Pneumatic-Cylinders-Actuators,Power Clamps,power-clamps,Products - Power Clamps | Emerson,Browse Power Clamps products,Manufacturer|EMR Bore Size|EMR Stroke Length|EMR Certifications|EMR Actuation|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Accessories-for-Valves,Pneumatic-Valves-Valve-Systems,Accessories for Valves,accessories-for-valves,Products - Accessories for Valves | Emerson,Browse Accessories for Valves products,EMR Industry|EMR Product Series|EMR Voltage|EMR Electrical Connection Type|EMR Signal connection size|EMR Cable Length|EMR Number of Wires|EMR Shielding|EMR Certifications|EMR Chain suitable,EMR,,TRUE
FALSE,Accessories-Proportional-Valves,Pneumatic-Valves-Valve-Systems,Accessories Proportional Valves ,accessories-proportional-valves,Products - Accessories Proportional Valves  | Emerson,Browse Accessories Proportional Valves products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,ISO-Valves,Pneumatic-Valves-Valve-Systems,ISO Valves,iso-valves,Products - ISO Valves | Emerson,Browse ISO Valves products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Proportional-Flow-Control-Valves,Pneumatic-Valves-Valve-Systems,Proportional Flow Control Valves,proportional-flow-control-valves,Products - Proportional Flow Control Valves  | Emerson,Browse Proportional Flow Control Valves products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Proportional-Pressure-Control-Valves,Pneumatic-Valves-Valve-Systems,Proportional Pressure Control Valves,proportional-pressure-control-valves,Products - Proportional Pressure Control Valves  | Emerson,Browse Proportional Pressure Control Valves products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Smart-Pneumatics-Monitor-SPM,Smart-Technologies,Smart Pneumatics Monitor (SPM),smart-pneumatics-monitor-spm,Products - Smart Pneumatics Monitor (SPM)  | Emerson,Browse Smart Pneumatics Monitor (SPM) products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Smart-Pneumatics-Analyzer-SPA,Smart-Technologies,Smart Pneumatics Analyzer (SPA),smart-pneumatics-analyzer-spa,Products - Smart Pneumatics Analyzer (SPA)  | Emerson,Browse Smart Pneumatics Analyzer (SPA) products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Spare-parts,Isolation-Shut-off-Valves,Spare Parts,spare-parts,Products - Spare parts|Emerson,Browse Spare parts products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,rosemount-550PT-family,Family-Categories,rosemount-550PT-family,rosemount-550pt-family,,,,EMR,,TRUE
FALSE,rosemount-4088-family,Family-Categories,rosemount-550PT-family,rosemount-4088-family,,,,EMR,,TRUE
TRUE,M-Cash-Valves,M-Automation-Solutions,Cash Valves,m-cash-valves,Products - Cash Valves,Browse Cash Valves products,EMR Product Type|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Industrial-Cash-Valves,Automation-Solutions,Cash Valves - Industrial,industrial-cash-valves,Products - Industrial Cash Valves,,EMR Product Type|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Cryogenic-Cash-Valves,Automation-Solutions,Cash Valves - Cryogenic,cryogenic-cash-valves,Products - Cryogenic Cash Valves,,EMR Product Type|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Extended-Performance,Industrial-PC-(IPC),Extended Performance,extra-performance,Products - Extended-Performance,Browse Extended-Performance,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
TRUE,M-AE-Valves,M-Automation-Solutions,AE Valves,m-ae-valves,Products - AE Valves|Emerson,Browse AE Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Change-Management,Control-Software,Change Management,change-management,Products - Change-Management,Browse Change-Management,,EMR,,TRUE
FALSE,Productivity-Suite,Control-Software,Productivity Suite,productivity-suite,Products - Productivity-Suite,Browse Productivity-Suite,,EMR,,TRUE
FALSE,Security-Center,Control-Software,Security Center,security-center,Products - Security-Center,Browse Security-Center,,EMR,,TRUE
FALSE,Low-Profile,Industrial-PC-(IPC),Low Profile,low-profile,Products - Low-Profile,Browse - Low-Profile,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
FALSE,Enhanced-Performance,Industrial-PC-(IPC),Enhanced Performance,enhanced-performance,Products - Enhanced-Performance,Browse - Enhanced-Performance,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
FALSE,Extra-Performance,Industrial-PC-(IPC),Extra Performance,extra-performance,Products - Extra-Performance,Browse - Extra-Performance,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
FALSE,Ultra-Performance,Industrial-PC-(IPC),Ultra Performance,ultra-performance,Products - Ultra-Performance,Browse - Ultra-Performance,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
TRUE,M-Industrial-Computing,M-Automation-Solutions,Industrial Computing,m-industrial-computing,Products - Industrial Computing,Browse Industrial Computing,,EMR,,TRUE
